date,season,week,season_type,game_id,player_id,player_name,team,opponent,xp_made,xp_attempts,fg_made,fg_attempts,long_made_fg,source_url,reason
1985-11-24,1985,12,REG,1985_12_IND_KC,nfl-nick-lowery,Nick Lowery,KC,IND,2,2,2,2,42,https://www.nfl.com/players/nick-lowery/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-11-24,1985,12,REG,1985_12_NE_NYJ,nfl-pat-leahy,Pat Leahy,NYJ,NE,1,1,3,3,32,https://www.nfl.com/players/pat-leahy/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-11-24,1985,12,REG,1985_12_NE_NYJ,nfl-tony-franklin-2,Tony Franklin,NE,NYJ,1,1,2,3,28,https://www.nfl.com/players/tony-franklin-2/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-11-24,1985,12,REG,1985_12_NO_MIN,nfl-jan-stenerud,Jan Stenerud,MIN,NO,2,2,3,3,37,https://www.nfl.com/players/jan-stenerud/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-11-24,1985,12,REG,1985_12_NO_MIN,nfl-morten-andersen,Morten Andersen,NO,MIN,3,3,3,3,47,https://www.nfl.com/players/morten-andersen/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-11-24,1985,12,REG,1985_12_NYG_STL,nfl-eric-schubert,Eric Schubert,NYG,STL,4,4,2,3,34,https://www.nfl.com/players/eric-schubert/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-11-24,1985,12,REG,1985_12_SD_HOU,nfl-tony-zendejas,Tony Zendejas,HOU,SD,4,4,3,3,52,https://www.nfl.com/players/tony-zendejas/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-11-24,1985,12,REG,1985_12_WAS_PIT,nfl-gary-anderson,Gary Anderson,PIT,WAS,2,2,3,3,37,https://www.nfl.com/players/gary-anderson/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-11-24,1985,12,REG,1985_12_WAS_PIT,nfl-mark-moseley,Mark Moseley,WAS,PIT,3,3,3,3,42,https://www.nfl.com/players/mark-moseley/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-11-28,1985,13,REG,1985_13_NYJ_DET,nfl-pat-leahy,Pat Leahy,NYJ,DET,2,2,2,2,29,https://www.nfl.com/players/pat-leahy/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-01,1985,13,REG,1985_13_BUF_SD,nfl-bob-thomas,Bob Thomas,SD,BUF,4,5,2,2,28,https://www.nfl.com/players/bob-thomas/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-01,1985,13,REG,1985_13_CLE_NYG,nfl-eric-schubert,Eric Schubert,NYG,CLE,3,4,2,3,40,https://www.nfl.com/players/eric-schubert/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-01,1985,13,REG,1985_13_DEN_PIT,nfl-gary-anderson,Gary Anderson,PIT,DEN,2,2,3,3,34,https://www.nfl.com/players/gary-anderson/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-01,1985,13,REG,1985_13_HOU_CIN,nfl-tony-zendejas,Tony Zendejas,HOU,CIN,3,3,2,2,26,https://www.nfl.com/players/tony-zendejas/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-01,1985,13,REG,1985_13_KC_SEA,nfl-nick-lowery,Nick Lowery,KC,SEA,0,0,2,2,35,https://www.nfl.com/players/nick-lowery/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-01,1985,13,REG,1985_13_LA_ATL,nfl-chris-bahr,Chris Bahr,LA,ATL,4,4,2,3,49,https://www.nfl.com/players/chris-bahr/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-01,1985,13,REG,1985_13_LA_NO,nfl-morten-andersen,Morten Andersen,NO,LA,2,2,5,5,47,https://www.nfl.com/players/morten-andersen/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-01,1985,13,REG,1985_13_MIN_PHI,nfl-paul-mcfadden,Paul McFadden,PHI,MIN,2,2,3,3,33,https://www.nfl.com/players/paul-mcfadden/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-01,1985,13,REG,1985_13_SF_WAS,nfl-mark-moseley,Mark Moseley,WAS,SF,0,0,2,4,25,https://www.nfl.com/players/mark-moseley/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-08,1985,14,REG,1985_14_CLE_SEA,nfl-matt-bahr,Matt Bahr,CLE,SEA,1,1,2,2,32,https://www.nfl.com/players/matt-bahr/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-08,1985,14,REG,1985_14_DET_NE,nfl-eddie-murray,Eddie Murray,DET,NE,0,0,2,2,37,https://www.nfl.com/players/eddie-murray/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-08,1985,14,REG,1985_14_DET_NE,nfl-tony-franklin-2,Tony Franklin,NE,DET,2,2,3,4,50,https://www.nfl.com/players/tony-franklin-2/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-08,1985,14,REG,1985_14_NO_STL,nfl-morten-andersen,Morten Andersen,NO,STL,1,1,3,3,42,https://www.nfl.com/players/morten-andersen/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-08,1985,14,REG,1985_14_PIT_SD,nfl-gary-anderson,Gary Anderson,PIT,SD,5,5,3,3,45,https://www.nfl.com/players/gary-anderson/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-08,1985,14,REG,1985_14_TB_MIN,nfl-jan-stenerud,Jan Stenerud,MIN,TB,2,2,4,5,35,https://www.nfl.com/players/jan-stenerud/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-09,1985,14,REG,1985_14_LA_SF,nfl-mike-lansford,Mike Lansford,LA,SF,3,3,2,2,29,https://www.nfl.com/players/mike-lansford/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-14,1985,15,REG,1985_15_CHI_NYJ,nfl-kevin-butler,Kevin Butler,CHI,NYJ,1,1,4,4,36,https://www.nfl.com/players/kevin-butler/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-14,1985,15,REG,1985_15_CHI_NYJ,nfl-pat-leahy,Pat Leahy,NYJ,CHI,0,0,2,2,55,https://www.nfl.com/players/pat-leahy/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-14,1985,15,REG,1985_15_KC_DEN,nfl-nick-lowery,Nick Lowery,KC,DEN,1,1,2,2,41,https://www.nfl.com/players/nick-lowery/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-15,1985,15,REG,1985_15_BUF_PIT,nfl-gary-anderson,Gary Anderson,PIT,BUF,3,3,3,4,45,https://www.nfl.com/players/gary-anderson/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-15,1985,15,REG,1985_15_CIN_WAS,nfl-mark-moseley,Mark Moseley,WAS,CIN,3,3,2,4,42,https://www.nfl.com/players/mark-moseley/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-15,1985,15,REG,1985_15_GB_DET,nfl-al-del-greco,Al Del Greco,GB,DET,2,2,4,4,38,https://www.nfl.com/players/al-del-greco/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-15,1985,15,REG,1985_15_PHI_SD,nfl-bob-thomas,Bob Thomas,SD,PHI,2,2,2,2,46,https://www.nfl.com/players/bob-thomas/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-15,1985,15,REG,1985_15_SEA_LA,nfl-chris-bahr,Chris Bahr,LA,SEA,1,1,2,3,27,https://www.nfl.com/players/chris-bahr/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-15,1985,15,REG,1985_15_SF_NO,nfl-morten-andersen,Morten Andersen,NO,SF,1,2,2,2,46,https://www.nfl.com/players/morten-andersen/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-16,1985,15,REG,1985_15_NE_MIA,nfl-fuad-reveiz,Fuad Reveiz,MIA,NE,3,3,3,3,49,https://www.nfl.com/players/fuad-reveiz/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-16,1985,15,REG,1985_15_NE_MIA,nfl-tony-franklin-2,Tony Franklin,NE,MIA,3,3,2,2,49,https://www.nfl.com/players/tony-franklin-2/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-20,1985,16,REG,1985_16_DEN_SEA,nfl-rich-karlis,Rich Karlis,DEN,SEA,3,3,2,3,43,https://www.nfl.com/players/rich-karlis/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-21,1985,16,REG,1985_16_WAS_STL,nfl-mark-moseley,Mark Moseley,WAS,STL,3,3,2,5,48,https://www.nfl.com/players/mark-moseley/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-22,1985,16,REG,1985_16_ATL_NO,nfl-mick-luckhurst,Mick Luckhurst,ATL,NO,1,1,3,5,48,https://www.nfl.com/players/mick-luckhurst/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-22,1985,16,REG,1985_16_CHI_DET,nfl-kevin-butler,Kevin Butler,CHI,DET,4,4,3,5,25,https://www.nfl.com/players/kevin-butler/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-22,1985,16,REG,1985_16_CIN_NE,nfl-jim-breech,Jim Breech,CIN,NE,2,2,3,3,42,https://www.nfl.com/players/jim-breech/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-22,1985,16,REG,1985_16_CIN_NE,nfl-tony-franklin-2,Tony Franklin,NE,CIN,4,4,2,3,30,https://www.nfl.com/players/tony-franklin-2/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-22,1985,16,REG,1985_16_CLE_NYJ,nfl-pat-leahy,Pat Leahy,NYJ,CLE,4,4,3,3,46,https://www.nfl.com/players/pat-leahy/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-22,1985,16,REG,1985_16_DAL_SF,nfl-rafael-septien,Rafael Septien,DAL,SF,1,1,3,3,48,https://www.nfl.com/players/rafael-septien/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-22,1985,16,REG,1985_16_GB_TB,nfl-al-del-greco,Al Del Greco,GB,TB,2,2,2,3,40,https://www.nfl.com/players/al-del-greco/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-22,1985,16,REG,1985_16_PHI_MIN,nfl-paul-mcfadden,Paul McFadden,PHI,MIN,4,4,3,3,43,https://www.nfl.com/players/paul-mcfadden/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-22,1985,16,REG,1985_16_SD_KC,nfl-bob-thomas,Bob Thomas,SD,KC,4,4,2,3,26,https://www.nfl.com/players/bob-thomas/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-23,1985,16,REG,1985_16_LA_LA,nfl-chris-bahr,Chris Bahr,LA,LA,1,1,3,4,51,https://www.nfl.com/players/chris-bahr/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1985-12-23,1985,16,REG,1985_16_LA_LA,nfl-mike-lansford,Mike Lansford,LA,LA,0,0,2,3,52,https://www.nfl.com/players/mike-lansford/stats/logs/1985/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-07,1986,1,REG,1986_01_CLE_CHI,nfl-kevin-butler,Kevin Butler,CHI,CLE,5,5,2,4,47,https://www.nfl.com/players/kevin-butler/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-07,1986,1,REG,1986_01_DET_MIN,nfl-eddie-murray,Eddie Murray,DET,MIN,1,1,2,2,44,https://www.nfl.com/players/eddie-murray/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-07,1986,1,REG,1986_01_IND_NE,nfl-tony-franklin-2,Tony Franklin,NE,IND,3,3,4,4,49,https://www.nfl.com/players/tony-franklin-2/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-07,1986,1,REG,1986_01_LA_DEN,nfl-chris-bahr,Chris Bahr,LA,DEN,4,4,2,2,43,https://www.nfl.com/players/chris-bahr/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-07,1986,1,REG,1986_01_MIA_SD,nfl-rolf-benirschke,Rolf Benirschke,SD,MIA,5,6,3,3,36,https://www.nfl.com/players/rolf-benirschke/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-11,1986,2,REG,1986_02_NE_NYJ,nfl-pat-leahy,Pat Leahy,NYJ,NE,0,0,2,2,47,https://www.nfl.com/players/pat-leahy/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-11,1986,2,REG,1986_02_NE_NYJ,nfl-tony-franklin-2,Tony Franklin,NE,NYJ,2,2,2,3,45,https://www.nfl.com/players/tony-franklin-2/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-14,1986,2,REG,1986_02_BUF_CIN,nfl-jim-breech,Jim Breech,CIN,BUF,4,4,2,2,51,https://www.nfl.com/players/jim-breech/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-14,1986,2,REG,1986_02_BUF_CIN,nfl-scott-norwood,Scott Norwood,BUF,CIN,3,4,2,2,44,https://www.nfl.com/players/scott-norwood/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-14,1986,2,REG,1986_02_CLE_HOU,nfl-matt-bahr,Matt Bahr,CLE,HOU,2,2,3,3,45,https://www.nfl.com/players/matt-bahr/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-14,1986,2,REG,1986_02_CLE_HOU,nfl-tony-zendejas,Tony Zendejas,HOU,CLE,2,2,2,2,37,https://www.nfl.com/players/tony-zendejas/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-14,1986,2,REG,1986_02_KC_SEA,nfl-norm-johnson,Norm Johnson,SEA,KC,2,2,3,4,53,https://www.nfl.com/players/norm-johnson/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-14,1986,2,REG,1986_02_LA_WAS,nfl-chris-bahr,Chris Bahr,LA,WAS,0,0,2,2,28,https://www.nfl.com/players/chris-bahr/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-14,1986,2,REG,1986_02_MIN_TB,nfl-chuck-nelson,Chuck Nelson,MIN,TB,2,2,3,3,35,https://www.nfl.com/players/chuck-nelson/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-14,1986,2,REG,1986_02_PHI_CHI,nfl-kevin-butler,Kevin Butler,CHI,PHI,1,1,2,6,23,https://www.nfl.com/players/kevin-butler/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-14,1986,2,REG,1986_02_SD_NYG,nfl-joe-cooper,Joe Cooper,NYG,SD,2,2,2,3,21,https://www.nfl.com/players/joe-cooper/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-14,1986,2,REG,1986_02_SF_LA,nfl-mike-lansford,Mike Lansford,LA,SF,1,1,3,4,32,https://www.nfl.com/players/mike-lansford/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-14,1986,2,REG,1986_02_SF_LA,nfl-ray-wersching,Ray Wersching,SF,LA,1,1,2,4,46,https://www.nfl.com/players/ray-wersching/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-18,1986,3,REG,1986_03_CIN_CLE,nfl-jim-breech,Jim Breech,CIN,CLE,3,3,3,3,49,https://www.nfl.com/players/jim-breech/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-18,1986,3,REG,1986_03_CIN_CLE,nfl-matt-bahr,Matt Bahr,CLE,CIN,1,1,2,2,34,https://www.nfl.com/players/matt-bahr/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-21,1986,3,REG,1986_03_ATL_DAL,nfl-mick-luckhurst,Mick Luckhurst,ATL,DAL,4,4,3,5,47,https://www.nfl.com/players/mick-luckhurst/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-21,1986,3,REG,1986_03_HOU_KC,nfl-nick-lowery,Nick Lowery,KC,HOU,3,3,2,2,47,https://www.nfl.com/players/nick-lowery/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-21,1986,3,REG,1986_03_NO_SF,nfl-ray-wersching,Ray Wersching,SF,NO,2,2,4,4,40,https://www.nfl.com/players/ray-wersching/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-21,1986,3,REG,1986_03_NYG_LA,nfl-chris-bahr,Chris Bahr,LA,NYG,0,0,3,3,35,https://www.nfl.com/players/chris-bahr/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-21,1986,3,REG,1986_03_TB_DET,nfl-eddie-murray,Eddie Murray,DET,TB,2,2,2,3,51,https://www.nfl.com/players/eddie-murray/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-21,1986,3,REG,1986_03_WAS_SD,nfl-mark-moseley,Mark Moseley,WAS,SD,3,3,3,5,29,https://www.nfl.com/players/mark-moseley/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-21,1986,3,REG,1986_03_WAS_SD,nfl-rolf-benirschke,Rolf Benirschke,SD,WAS,3,3,2,2,50,https://www.nfl.com/players/rolf-benirschke/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-22,1986,3,REG,1986_03_CHI_GB,nfl-al-del-greco,Al Del Greco,GB,CHI,0,0,4,5,50,https://www.nfl.com/players/al-del-greco/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-22,1986,3,REG,1986_03_CHI_GB,nfl-kevin-butler,Kevin Butler,CHI,GB,2,2,3,3,52,https://www.nfl.com/players/kevin-butler/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-28,1986,4,REG,1986_04_ATL_TB,nfl-donald-igwebuike,Donald Igwebuike,TB,ATL,2,2,2,2,26,https://www.nfl.com/players/donald-igwebuike/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-28,1986,4,REG,1986_04_ATL_TB,nfl-mick-luckhurst,Mick Luckhurst,ATL,TB,2,2,3,3,43,https://www.nfl.com/players/mick-luckhurst/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-28,1986,4,REG,1986_04_KC_BUF,nfl-nick-lowery,Nick Lowery,KC,BUF,2,2,2,2,46,https://www.nfl.com/players/nick-lowery/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-28,1986,4,REG,1986_04_LA_PHI,nfl-paul-mcfadden,Paul McFadden,PHI,LA,4,4,2,2,41,https://www.nfl.com/players/paul-mcfadden/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-28,1986,4,REG,1986_04_NE_DEN,nfl-rich-karlis,Rich Karlis,DEN,NE,3,3,2,2,44,https://www.nfl.com/players/rich-karlis/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-28,1986,4,REG,1986_04_NE_DEN,nfl-tony-franklin-2,Tony Franklin,NE,DEN,2,2,2,3,37,https://www.nfl.com/players/tony-franklin-2/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-28,1986,4,REG,1986_04_NO_NYG,nfl-raul-allegre,Raul Allegre,NYG,NO,2,2,2,2,29,https://www.nfl.com/players/raul-allegre/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-28,1986,4,REG,1986_04_NYJ_IND,nfl-pat-leahy,Pat Leahy,NYJ,IND,2,2,4,4,48,https://www.nfl.com/players/pat-leahy/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-28,1986,4,REG,1986_04_PIT_HOU,nfl-gary-anderson,Gary Anderson,PIT,HOU,1,1,3,4,45,https://www.nfl.com/players/gary-anderson/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-09-28,1986,4,REG,1986_04_PIT_HOU,nfl-tony-zendejas,Tony Zendejas,HOU,PIT,1,1,3,3,45,https://www.nfl.com/players/tony-zendejas/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-05,1986,5,REG,1986_05_BUF_NYJ,nfl-scott-norwood,Scott Norwood,BUF,NYJ,1,1,2,2,32,https://www.nfl.com/players/scott-norwood/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-05,1986,5,REG,1986_05_CLE_PIT,nfl-matt-bahr,Matt Bahr,CLE,PIT,3,3,2,4,39,https://www.nfl.com/players/matt-bahr/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-05,1986,5,REG,1986_05_HOU_DET,nfl-tony-zendejas,Tony Zendejas,HOU,DET,1,1,2,3,25,https://www.nfl.com/players/tony-zendejas/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-05,1986,5,REG,1986_05_MIA_NE,nfl-tony-franklin-2,Tony Franklin,NE,MIA,4,4,2,2,31,https://www.nfl.com/players/tony-franklin-2/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-05,1986,5,REG,1986_05_MIN_CHI,nfl-kevin-butler,Kevin Butler,CHI,MIN,2,2,3,3,42,https://www.nfl.com/players/kevin-butler/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-05,1986,5,REG,1986_05_NYG_STL,nfl-john-lee,John Lee,STL,NYG,0,0,2,2,47,https://www.nfl.com/players/john-lee/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-05,1986,5,REG,1986_05_NYG_STL,nfl-raul-allegre,Raul Allegre,NYG,STL,1,1,2,2,44,https://www.nfl.com/players/raul-allegre/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-05,1986,5,REG,1986_05_PHI_ATL,nfl-paul-mcfadden,Paul McFadden,PHI,ATL,1,1,3,4,33,https://www.nfl.com/players/paul-mcfadden/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-05,1986,5,REG,1986_05_TB_LA,nfl-donald-igwebuike,Donald Igwebuike,TB,LA,2,2,2,2,37,https://www.nfl.com/players/donald-igwebuike/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-05,1986,5,REG,1986_05_TB_LA,nfl-mike-lansford,Mike Lansford,LA,TB,2,2,2,2,40,https://www.nfl.com/players/mike-lansford/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-05,1986,5,REG,1986_05_WAS_NO,nfl-morten-andersen,Morten Andersen,NO,WAS,0,0,2,3,45,https://www.nfl.com/players/morten-andersen/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-06,1986,5,REG,1986_05_SD_SEA,nfl-norm-johnson,Norm Johnson,SEA,SD,3,3,4,4,54,https://www.nfl.com/players/norm-johnson/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-12,1986,6,REG,1986_06_BUF_MIA,nfl-fuad-reveiz,Fuad Reveiz,MIA,BUF,3,3,2,3,36,https://www.nfl.com/players/fuad-reveiz/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-12,1986,6,REG,1986_06_CHI_HOU,nfl-kevin-butler,Kevin Butler,CHI,HOU,2,2,2,2,31,https://www.nfl.com/players/kevin-butler/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-12,1986,6,REG,1986_06_KC_CLE,nfl-matt-bahr,Matt Bahr,CLE,KC,2,2,2,2,36,https://www.nfl.com/players/matt-bahr/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-12,1986,6,REG,1986_06_LA_ATL,nfl-mick-luckhurst,Mick Luckhurst,ATL,LA,2,2,4,4,49,https://www.nfl.com/players/mick-luckhurst/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-12,1986,6,REG,1986_06_MIN_SF,nfl-chuck-nelson,Chuck Nelson,MIN,SF,3,3,2,2,28,https://www.nfl.com/players/chuck-nelson/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-12,1986,6,REG,1986_06_STL_TB,nfl-donald-igwebuike,Donald Igwebuike,TB,STL,1,2,2,2,46,https://www.nfl.com/players/donald-igwebuike/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-12,1986,6,REG,1986_06_WAS_DAL,nfl-rafael-septien,Rafael Septien,DAL,WAS,3,3,3,3,38,https://www.nfl.com/players/rafael-septien/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-13,1986,6,REG,1986_06_PIT_CIN,nfl-gary-anderson,Gary Anderson,PIT,CIN,2,2,2,3,44,https://www.nfl.com/players/gary-anderson/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-19,1986,7,REG,1986_07_IND_BUF,nfl-dean-biasucci,Dean Biasucci,IND,BUF,1,1,2,3,46,https://www.nfl.com/players/dean-biasucci/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-19,1986,7,REG,1986_07_LA_MIA,nfl-chris-bahr,Chris Bahr,LA,MIA,3,3,3,3,40,https://www.nfl.com/players/chris-bahr/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-19,1986,7,REG,1986_07_NE_PIT,nfl-tony-franklin-2,Tony Franklin,NE,PIT,4,4,2,3,36,https://www.nfl.com/players/tony-franklin-2/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-19,1986,7,REG,1986_07_NYG_SEA,nfl-raul-allegre,Raul Allegre,NYG,SEA,0,0,2,3,31,https://www.nfl.com/players/raul-allegre/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-19,1986,7,REG,1986_07_SD_KC,nfl-rolf-benirschke,Rolf Benirschke,SD,KC,5,5,2,3,30,https://www.nfl.com/players/rolf-benirschke/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-20,1986,7,REG,1986_07_DEN_NYJ,nfl-pat-leahy,Pat Leahy,NYJ,DEN,2,2,2,2,27,https://www.nfl.com/players/pat-leahy/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-26,1986,8,REG,1986_08_CIN_PIT,nfl-gary-anderson,Gary Anderson,PIT,CIN,3,3,3,3,43,https://www.nfl.com/players/gary-anderson/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-26,1986,8,REG,1986_08_CIN_PIT,nfl-jim-breech,Jim Breech,CIN,PIT,0,0,3,5,40,https://www.nfl.com/players/jim-breech/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
1986-10-26,1986,8,REG,1986_08_CLE_MIN,nfl-chuck-nelson,Chuck Nelson,MIN,CLE,2,2,2,3,33,https://www.nfl.com/players/chuck-nelson/stats/logs/1986/,NFL.com game log does not list every made FG distance for multi-FG games
