date,season,week,season_type,game_id,player_id,player_name,team,opponent,xp_made,xp_attempts,fg_made,fg_attempts,long_made_fg,source_url,reason
1970-09-18,1970,1,REG,1970_01_STL_LA,nfl-david-ray,David Ray,LA,STL,4,4,2,4,27,https://www.nfl.com/players/david-ray/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-09-18,1970,1,REG,1970_01_STL_LA,nfl-jim-bakken,Jim Bakken,STL,LA,1,1,2,3,17,https://www.nfl.com/players/jim-bakken/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-09-19,1970,1,REG,1970_01_CHI_NYG,nfl-pete-gogolak,Pete Gogolak,NYG,CHI,1,1,3,5,45,https://www.nfl.com/players/pete-gogolak/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-09-20,1970,1,REG,1970_01_DEN_BUF,nfl-bobby-howfield,Bobby Howfield,DEN,BUF,2,2,3,4,48,https://www.nfl.com/players/bobby-howfield/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-09-20,1970,1,REG,1970_01_DET_GB,nfl-errol-mann,Errol Mann,DET,GB,4,4,4,5,47,https://www.nfl.com/players/errol-mann/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-09-20,1970,1,REG,1970_01_KC_MIN,nfl-fred-cox,Fred Cox,MIN,KC,3,3,2,2,40,https://www.nfl.com/players/fred-cox/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-09-27,1970,2,REG,1970_02_LA_BUF,nfl-david-ray,David Ray,LA,BUF,1,1,4,6,46,https://www.nfl.com/players/david-ray/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-09-27,1970,2,REG,1970_02_MIA_HOU,nfl-garo-yepremian,Garo Yepremian,MIA,HOU,2,2,2,3,42,https://www.nfl.com/players/garo-yepremian/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-09-27,1970,2,REG,1970_02_NO_MIN,nfl-fred-cox,Fred Cox,MIN,NO,2,2,4,6,47,https://www.nfl.com/players/fred-cox/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-09-27,1970,2,REG,1970_02_OAK_SD,nfl-mike-mercer,Mike Mercer,SD,OAK,3,3,2,2,48,https://www.nfl.com/players/mike-mercer/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-09-27,1970,2,REG,1970_02_PHI_CHI,nfl-mac-percival,Mac Percival,CHI,PHI,2,2,2,3,36,https://www.nfl.com/players/mac-percival/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-09-28,1970,2,REG,1970_02_KC_BAL,nfl-jan-stenerud,Jan Stenerud,KC,BAL,5,5,3,3,48,https://www.nfl.com/players/jan-stenerud/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-03,1970,3,REG,1970_03_OAK_MIA,nfl-garo-yepremian,Garo Yepremian,MIA,OAK,2,2,2,3,47,https://www.nfl.com/players/garo-yepremian/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-04,1970,3,REG,1970_03_DAL_STL,nfl-jim-bakken,Jim Bakken,STL,DAL,2,2,2,3,38,https://www.nfl.com/players/jim-bakken/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-04,1970,3,REG,1970_03_HOU_CIN,nfl-horst-muhlmann,Horst Muhlmann,CIN,HOU,1,1,2,3,51,https://www.nfl.com/players/horst-muhlmann/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-04,1970,3,REG,1970_03_HOU_CIN,nfl-roy-gerela,Roy Gerela,HOU,CIN,2,2,2,2,37,https://www.nfl.com/players/roy-gerela/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-04,1970,3,REG,1970_03_KC_DEN,nfl-bobby-howfield,Bobby Howfield,DEN,KC,2,2,4,5,47,https://www.nfl.com/players/bobby-howfield/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-04,1970,3,REG,1970_03_KC_DEN,nfl-jan-stenerud,Jan Stenerud,KC,DEN,1,1,2,2,55,https://www.nfl.com/players/jan-stenerud/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-04,1970,3,REG,1970_03_MIN_GB,nfl-dale-livingston,Dale Livingston,GB,MIN,1,1,2,2,33,https://www.nfl.com/players/dale-livingston/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-04,1970,3,REG,1970_03_NYJ_BUF,nfl-grant-guthrie,Grant Guthrie,BUF,NYJ,4,4,2,2,40,https://www.nfl.com/players/grant-guthrie/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-04,1970,3,REG,1970_03_SD_LA,nfl-david-ray,David Ray,LA,SD,4,4,3,4,38,https://www.nfl.com/players/david-ray/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-04,1970,3,REG,1970_03_SF_ATL,nfl-bruce-gossett,Bruce Gossett,SF,ATL,2,2,2,3,43,https://www.nfl.com/players/bruce-gossett/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-04,1970,3,REG,1970_03_WAS_PHI,nfl-curt-knight,Curt Knight,WAS,PHI,3,3,4,5,44,https://www.nfl.com/players/curt-knight/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-10,1970,4,REG,1970_04_MIA_NYJ,nfl-garo-yepremian,Garo Yepremian,MIA,NYJ,2,2,2,3,37,https://www.nfl.com/players/garo-yepremian/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-10,1970,4,REG,1970_04_MIA_NYJ,nfl-jim-turner-2,Jim Turner,NYJ,MIA,0,0,2,3,35,https://www.nfl.com/players/jim-turner-2/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-11,1970,4,REG,1970_04_ATL_DAL,nfl-mike-clark-2,Mike Clark,DAL,ATL,1,1,2,3,19,https://www.nfl.com/players/mike-clark-2/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-11,1970,4,REG,1970_04_BAL_HOU,nfl-roy-gerela,Roy Gerela,HOU,BAL,2,2,2,5,27,https://www.nfl.com/players/roy-gerela/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-11,1970,4,REG,1970_04_CIN_CLE,nfl-horst-muhlmann,Horst Muhlmann,CIN,CLE,3,3,2,3,50,https://www.nfl.com/players/horst-muhlmann/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-11,1970,4,REG,1970_04_DEN_OAK,nfl-bobby-howfield,Bobby Howfield,DEN,OAK,2,2,3,3,47,https://www.nfl.com/players/bobby-howfield/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-11,1970,4,REG,1970_04_NE_KC,nfl-jan-stenerud,Jan Stenerud,KC,NE,2,2,3,4,44,https://www.nfl.com/players/jan-stenerud/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-11,1970,4,REG,1970_04_PHI_NYG,nfl-pete-gogolak,Pete Gogolak,NYG,PHI,3,3,3,3,45,https://www.nfl.com/players/pete-gogolak/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-11,1970,4,REG,1970_04_SF_LA,nfl-bruce-gossett,Bruce Gossett,SF,LA,2,2,2,3,42,https://www.nfl.com/players/bruce-gossett/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-11,1970,4,REG,1970_04_SF_LA,nfl-david-ray,David Ray,LA,SF,0,0,2,3,31,https://www.nfl.com/players/david-ray/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-12,1970,4,REG,1970_04_GB_SD,nfl-dale-livingston,Dale Livingston,GB,SD,1,2,3,5,27,https://www.nfl.com/players/dale-livingston/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-12,1970,4,REG,1970_04_GB_SD,nfl-mike-mercer,Mike Mercer,SD,GB,2,2,2,3,39,https://www.nfl.com/players/mike-mercer/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-18,1970,5,REG,1970_05_BAL_NYJ,nfl-jim-turner-2,Jim Turner,NYJ,BAL,2,2,2,4,42,https://www.nfl.com/players/jim-turner-2/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-18,1970,5,REG,1970_05_DAL_MIN,nfl-fred-cox,Fred Cox,MIN,DAL,6,6,4,4,42,https://www.nfl.com/players/fred-cox/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-18,1970,5,REG,1970_05_DAL_MIN,nfl-mike-clark-2,Mike Clark,DAL,MIN,1,1,2,2,43,https://www.nfl.com/players/mike-clark-2/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-18,1970,5,REG,1970_05_DET_CLE,nfl-errol-mann,Errol Mann,DET,CLE,5,5,2,3,51,https://www.nfl.com/players/errol-mann/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-18,1970,5,REG,1970_05_KC_CIN,nfl-horst-muhlmann,Horst Muhlmann,CIN,KC,1,1,2,5,50,https://www.nfl.com/players/horst-muhlmann/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-18,1970,5,REG,1970_05_KC_CIN,nfl-jan-stenerud,Jan Stenerud,KC,CIN,3,3,2,2,40,https://www.nfl.com/players/jan-stenerud/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-18,1970,5,REG,1970_05_MIA_BUF,nfl-garo-yepremian,Garo Yepremian,MIA,BUF,3,3,4,4,47,https://www.nfl.com/players/garo-yepremian/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-18,1970,5,REG,1970_05_NO_SF,nfl-bruce-gossett,Bruce Gossett,SF,NO,2,2,2,3,48,https://www.nfl.com/players/bruce-gossett/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-18,1970,5,REG,1970_05_NO_SF,nfl-tom-dempsey,Tom Dempsey,NO,SF,2,2,2,2,40,https://www.nfl.com/players/tom-dempsey/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-18,1970,5,REG,1970_05_NYG_NE,nfl-pete-gogolak,Pete Gogolak,NYG,NE,1,1,3,4,22,https://www.nfl.com/players/pete-gogolak/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-18,1970,5,REG,1970_05_STL_PHI,nfl-mark-moseley,Mark Moseley,PHI,STL,2,2,2,4,35,https://www.nfl.com/players/mark-moseley/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-19,1970,5,REG,1970_05_WAS_OAK,nfl-curt-knight,Curt Knight,WAS,OAK,2,2,2,2,34,https://www.nfl.com/players/curt-knight/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-25,1970,6,REG,1970_06_BUF_NYJ,nfl-jim-turner-2,Jim Turner,NYJ,BUF,0,0,2,3,33,https://www.nfl.com/players/jim-turner-2/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-25,1970,6,REG,1970_06_CIN_WAS,nfl-curt-knight,Curt Knight,WAS,CIN,2,2,2,2,30,https://www.nfl.com/players/curt-knight/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-25,1970,6,REG,1970_06_DAL_KC,nfl-jan-stenerud,Jan Stenerud,KC,DAL,1,1,3,3,32,https://www.nfl.com/players/jan-stenerud/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-25,1970,6,REG,1970_06_DAL_KC,nfl-mike-clark-2,Mike Clark,DAL,KC,3,3,2,2,38,https://www.nfl.com/players/mike-clark-2/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-25,1970,6,REG,1970_06_DEN_SF,nfl-bruce-gossett,Bruce Gossett,SF,DEN,1,1,4,5,25,https://www.nfl.com/players/bruce-gossett/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-25,1970,6,REG,1970_06_DET_CHI,nfl-errol-mann,Errol Mann,DET,CHI,1,1,3,3,49,https://www.nfl.com/players/errol-mann/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-25,1970,6,REG,1970_06_NO_ATL,nfl-ken-vinyard,Ken Vinyard,ATL,NO,2,4,2,2,49,https://www.nfl.com/players/ken-vinyard/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-25,1970,6,REG,1970_06_PHI_GB,nfl-dale-livingston,Dale Livingston,GB,PHI,3,3,3,4,32,https://www.nfl.com/players/dale-livingston/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-10-26,1970,6,REG,1970_06_LA_MIN,nfl-fred-cox,Fred Cox,MIN,LA,1,1,2,2,25,https://www.nfl.com/players/fred-cox/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-01,1970,7,REG,1970_07_CHI_ATL,nfl-mac-percival,Mac Percival,CHI,ATL,2,2,3,4,47,https://www.nfl.com/players/mac-percival/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-01,1970,7,REG,1970_07_GB_SF,nfl-bruce-gossett,Bruce Gossett,SF,GB,2,2,4,4,41,https://www.nfl.com/players/bruce-gossett/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-01,1970,7,REG,1970_07_HOU_STL,nfl-jim-bakken,Jim Bakken,STL,HOU,5,5,3,5,38,https://www.nfl.com/players/jim-bakken/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-01,1970,7,REG,1970_07_LA_NO,nfl-david-ray,David Ray,LA,NO,3,3,3,3,43,https://www.nfl.com/players/david-ray/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-01,1970,7,REG,1970_07_MIN_DET,nfl-fred-cox,Fred Cox,MIN,DET,3,3,3,5,36,https://www.nfl.com/players/fred-cox/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-01,1970,7,REG,1970_07_NYG_NYJ,nfl-pete-gogolak,Pete Gogolak,NYG,NYJ,2,2,2,2,37,https://www.nfl.com/players/pete-gogolak/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-01,1970,7,REG,1970_07_SD_CLE,nfl-mike-mercer,Mike Mercer,SD,CLE,3,3,2,3,37,https://www.nfl.com/players/mike-mercer/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-01,1970,7,REG,1970_07_WAS_DEN,nfl-curt-knight,Curt Knight,WAS,DEN,1,2,2,4,44,https://www.nfl.com/players/curt-knight/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-08,1970,8,REG,1970_08_CIN_BUF,nfl-horst-muhlmann,Horst Muhlmann,CIN,BUF,4,4,5,5,43,https://www.nfl.com/players/horst-muhlmann/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-08,1970,8,REG,1970_08_CLE_OAK,nfl-don-cockroft,Don Cockroft,CLE,OAK,2,2,2,2,42,https://www.nfl.com/players/don-cockroft/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-08,1970,8,REG,1970_08_DAL_NYG,nfl-mike-clark-2,Mike Clark,DAL,NYG,2,2,2,3,28,https://www.nfl.com/players/mike-clark-2/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-08,1970,8,REG,1970_08_DAL_NYG,nfl-pete-gogolak,Pete Gogolak,NYG,DAL,2,2,3,5,54,https://www.nfl.com/players/pete-gogolak/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-08,1970,8,REG,1970_08_DET_NO,nfl-tom-dempsey,Tom Dempsey,NO,DET,1,1,4,5,63,https://www.nfl.com/players/tom-dempsey/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-08,1970,8,REG,1970_08_HOU_KC,nfl-roy-gerela,Roy Gerela,HOU,KC,0,0,3,4,48,https://www.nfl.com/players/roy-gerela/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-08,1970,8,REG,1970_08_MIN_WAS,nfl-fred-cox,Fred Cox,MIN,WAS,1,1,4,4,44,https://www.nfl.com/players/fred-cox/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-08,1970,8,REG,1970_08_SF_CHI,nfl-mac-percival,Mac Percival,CHI,SF,1,1,3,4,37,https://www.nfl.com/players/mac-percival/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-15,1970,9,REG,1970_09_ATL_PHI,nfl-ken-vinyard,Ken Vinyard,ATL,PHI,1,1,2,2,32,https://www.nfl.com/players/ken-vinyard/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-15,1970,9,REG,1970_09_ATL_PHI,nfl-mark-moseley,Mark Moseley,PHI,ATL,1,1,2,4,41,https://www.nfl.com/players/mark-moseley/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-15,1970,9,REG,1970_09_CHI_GB,nfl-dale-livingston,Dale Livingston,GB,CHI,2,2,2,2,49,https://www.nfl.com/players/dale-livingston/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-15,1970,9,REG,1970_09_CHI_GB,nfl-mac-percival,Mac Percival,CHI,GB,1,1,4,5,38,https://www.nfl.com/players/mac-percival/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-15,1970,9,REG,1970_09_DET_MIN,nfl-errol-mann,Errol Mann,DET,MIN,2,2,2,4,28,https://www.nfl.com/players/errol-mann/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-15,1970,9,REG,1970_09_NYJ_LA,nfl-david-ray,David Ray,LA,NYJ,2,2,2,3,19,https://www.nfl.com/players/david-ray/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-15,1970,9,REG,1970_09_OAK_DEN,nfl-bobby-howfield,Bobby Howfield,DEN,OAK,1,2,2,3,47,https://www.nfl.com/players/bobby-howfield/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-15,1970,9,REG,1970_09_SF_HOU,nfl-roy-gerela,Roy Gerela,HOU,SF,2,2,2,2,26,https://www.nfl.com/players/roy-gerela/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-15,1970,9,REG,1970_09_WAS_NYG,nfl-curt-knight,Curt Knight,WAS,NYG,3,3,4,4,40,https://www.nfl.com/players/curt-knight/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-22,1970,10,REG,1970_10_BAL_MIA,nfl-garo-yepremian,Garo Yepremian,MIA,BAL,4,4,2,2,46,https://www.nfl.com/players/garo-yepremian/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-22,1970,10,REG,1970_10_DEN_NO,nfl-tom-dempsey,Tom Dempsey,NO,DEN,0,0,2,3,47,https://www.nfl.com/players/tom-dempsey/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-22,1970,10,REG,1970_10_PIT_CIN,nfl-horst-muhlmann,Horst Muhlmann,CIN,PIT,4,4,2,2,17,https://www.nfl.com/players/horst-muhlmann/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-22,1970,10,REG,1970_10_STL_KC,nfl-jan-stenerud,Jan Stenerud,KC,STL,0,0,2,4,39,https://www.nfl.com/players/jan-stenerud/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-22,1970,10,REG,1970_10_STL_KC,nfl-jim-bakken,Jim Bakken,STL,KC,0,0,2,4,49,https://www.nfl.com/players/jim-bakken/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-23,1970,10,REG,1970_10_NYG_PHI,nfl-pete-gogolak,Pete Gogolak,NYG,PHI,2,2,2,3,29,https://www.nfl.com/players/pete-gogolak/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-26,1970,11,REG,1970_11_GB_DAL,nfl-mike-clark-2,Mike Clark,DAL,GB,1,1,3,3,21,https://www.nfl.com/players/mike-clark-2/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-29,1970,11,REG,1970_11_CHI_BAL,nfl-mac-percival,Mac Percival,CHI,BAL,2,2,2,5,28,https://www.nfl.com/players/mac-percival/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-29,1970,11,REG,1970_11_CLE_PIT,nfl-don-cockroft,Don Cockroft,CLE,PIT,0,0,3,4,46,https://www.nfl.com/players/don-cockroft/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-29,1970,11,REG,1970_11_LA_SF,nfl-bruce-gossett,Bruce Gossett,SF,LA,1,1,2,2,44,https://www.nfl.com/players/bruce-gossett/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-29,1970,11,REG,1970_11_LA_SF,nfl-david-ray,David Ray,LA,SF,3,3,3,3,36,https://www.nfl.com/players/david-ray/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-29,1970,11,REG,1970_11_MIN_NYJ,nfl-jim-turner-2,Jim Turner,NYJ,MIN,2,2,2,2,35,https://www.nfl.com/players/jim-turner-2/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-29,1970,11,REG,1970_11_NO_CIN,nfl-horst-muhlmann,Horst Muhlmann,CIN,NO,2,2,4,5,35,https://www.nfl.com/players/horst-muhlmann/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-29,1970,11,REG,1970_11_NO_CIN,nfl-tom-dempsey,Tom Dempsey,NO,CIN,0,0,2,3,28,https://www.nfl.com/players/tom-dempsey/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-29,1970,11,REG,1970_11_NYG_WAS,nfl-pete-gogolak,Pete Gogolak,NYG,WAS,3,3,2,2,22,https://www.nfl.com/players/pete-gogolak/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-29,1970,11,REG,1970_11_PHI_STL,nfl-jim-bakken,Jim Bakken,STL,PHI,2,2,3,4,45,https://www.nfl.com/players/jim-bakken/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-29,1970,11,REG,1970_11_SD_KC,nfl-jan-stenerud,Jan Stenerud,KC,SD,2,2,4,4,43,https://www.nfl.com/players/jan-stenerud/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-11-30,1970,11,REG,1970_11_MIA_ATL,nfl-garo-yepremian,Garo Yepremian,MIA,ATL,2,2,2,3,43,https://www.nfl.com/players/garo-yepremian/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-05,1970,12,REG,1970_12_CHI_MIN,nfl-fred-cox,Fred Cox,MIN,CHI,1,1,3,4,23,https://www.nfl.com/players/fred-cox/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-05,1970,12,REG,1970_12_CHI_MIN,nfl-mac-percival,Mac Percival,CHI,MIN,1,1,2,2,33,https://www.nfl.com/players/mac-percival/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-06,1970,12,REG,1970_12_BUF_NYG,nfl-grant-guthrie,Grant Guthrie,BUF,NYG,0,0,2,3,28,https://www.nfl.com/players/grant-guthrie/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-06,1970,12,REG,1970_12_BUF_NYG,nfl-pete-gogolak,Pete Gogolak,NYG,BUF,2,2,2,4,25,https://www.nfl.com/players/pete-gogolak/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-06,1970,12,REG,1970_12_DEN_KC,nfl-jan-stenerud,Jan Stenerud,KC,DEN,1,1,3,6,35,https://www.nfl.com/players/jan-stenerud/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-06,1970,12,REG,1970_12_GB_PIT,nfl-allan-watson,Allan Watson,PIT,GB,0,0,2,2,45,https://www.nfl.com/players/allan-watson/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-06,1970,12,REG,1970_12_NE_MIA,nfl-garo-yepremian,Garo Yepremian,MIA,NE,4,4,3,3,39,https://www.nfl.com/players/garo-yepremian/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-06,1970,12,REG,1970_12_NO_LA,nfl-david-ray,David Ray,LA,NO,4,4,2,3,45,https://www.nfl.com/players/david-ray/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-06,1970,12,REG,1970_12_NO_LA,nfl-tom-dempsey,Tom Dempsey,NO,LA,1,1,3,3,54,https://www.nfl.com/players/tom-dempsey/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-06,1970,12,REG,1970_12_OAK_NYJ,nfl-jim-turner-2,Jim Turner,NYJ,OAK,1,1,2,5,32,https://www.nfl.com/players/jim-turner-2/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-06,1970,12,REG,1970_12_STL_DET,nfl-errol-mann,Errol Mann,DET,STL,1,1,3,3,14,https://www.nfl.com/players/errol-mann/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-06,1970,12,REG,1970_12_WAS_DAL,nfl-mike-clark-2,Mike Clark,DAL,WAS,4,4,2,4,38,https://www.nfl.com/players/mike-clark-2/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-12,1970,13,REG,1970_13_DAL_CLE,nfl-mike-clark-2,Mike Clark,DAL,CLE,0,0,2,3,39,https://www.nfl.com/players/mike-clark-2/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-12,1970,13,REG,1970_13_KC_OAK,nfl-jan-stenerud,Jan Stenerud,KC,OAK,0,0,2,3,40,https://www.nfl.com/players/jan-stenerud/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-13,1970,13,REG,1970_13_CIN_HOU,nfl-horst-muhlmann,Horst Muhlmann,CIN,HOU,3,3,3,3,30,https://www.nfl.com/players/horst-muhlmann/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-13,1970,13,REG,1970_13_CIN_HOU,nfl-roy-gerela,Roy Gerela,HOU,CIN,2,2,2,4,46,https://www.nfl.com/players/roy-gerela/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-13,1970,13,REG,1970_13_NYG_STL,nfl-pete-gogolak,Pete Gogolak,NYG,STL,4,4,2,3,46,https://www.nfl.com/players/pete-gogolak/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-13,1970,13,REG,1970_13_NYJ_MIA,nfl-garo-yepremian,Garo Yepremian,MIA,NYJ,1,1,3,3,40,https://www.nfl.com/players/garo-yepremian/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
1970-12-13,1970,13,REG,1970_13_PHI_WAS,nfl-mark-moseley,Mark Moseley,PHI,WAS,0,0,2,3,24,https://www.nfl.com/players/mark-moseley/stats/logs/1970/,NFL.com game log does not list every made FG distance for multi-FG games
